Country Code,Country Name,Region,Income Group,Gender,Year,Life Expectancy
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Female,1961,
KOR,"Korea, Rep.",East Asia & Pacific,High income,Female,1961,56.331
KWT,Kuwait,Middle East & North Africa,High income,Female,1961,62.647
LAC,Latin America & Caribbean (excluding high income),,,Female,1961,58.09543578
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Female,1961,45.227
LBN,Lebanon,Middle East & North Africa,Upper middle income,Female,1961,65.393
LBR,Liberia,Sub-Saharan Africa,Low income,Female,1961,37.471
LBY,Libya,Middle East & North Africa,Upper middle income,Female,1961,45.52
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Female,1961,61.804
LCN,Latin America & Caribbean,,,Female,1961,58.52013425
LDC,Least developed countries: UN classification,,,Female,1961,41.917829
LIC,Low income,,,Female,1961,40.93551138
LIE,Liechtenstein,Europe & Central Asia,High income,Female,1961,
LKA,Sri Lanka,South Asia,Lower middle income,Female,1961,62.635
LMC,Lower middle income,,,Female,1961,46.87742204
LMY,Low & middle income,,,Female,1961,49.36486415
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Female,1961,48.708
LTE,Late-demographic dividend,,,Female,1961,53.19703378
LTU,Lithuania,Europe & Central Asia,High income,Female,1961,73.56
LUX,Luxembourg,Europe & Central Asia,High income,Female,1961,72.004
LVA,Latvia,Europe & Central Asia,High income,Female,1961,73.92
MAC,"Macao SAR, China",East Asia & Pacific,High income,Female,1961,66.915
MAF,St. Martin (French part),Latin America & Caribbean,High income,Female,1961,
MAR,Morocco,Middle East & North Africa,Lower middle income,Female,1961,50.077
MCO,Monaco,Europe & Central Asia,High income,Female,1961,
MDA,Moldova,Europe & Central Asia,Lower middle income,Female,1961,66.096
MDG,Madagascar,Sub-Saharan Africa,Low income,Female,1961,41.434
MDV,Maldives,South Asia,Upper middle income,Female,1961,37.974
MEA,Middle East & North Africa,,,Female,1961,48.49116305
MEX,Mexico,Latin America & Caribbean,Upper middle income,Female,1961,59.75
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Female,1961,
MIC,Middle income,,,Female,1961,50.00252154
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Female,1961,61.737
MLI,Mali,Sub-Saharan Africa,Low income,Female,1961,29.21
MLT,Malta,Middle East & North Africa,High income,Female,1961,70.788
MMR,Myanmar,East Asia & Pacific,Lower middle income,Female,1961,46.383
MNA,Middle East & North Africa (excluding high income),,,Female,1961,47.84550545
MNE,Montenegro,Europe & Central Asia,Upper middle income,Female,1961,65.661
MNG,Mongolia,East Asia & Pacific,Lower middle income,Female,1961,51.548
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Female,1961,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Female,1961,36.863
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Female,1961,44.671
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Female,1961,61.623
MWI,Malawi,Sub-Saharan Africa,Low income,Female,1961,38.58
MYS,Malaysia,East Asia & Pacific,Upper middle income,Female,1961,60.899
NAC,North America,,,Female,1961,73.67550978
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Female,1961,49.715
NCL,New Caledonia,East Asia & Pacific,High income,Female,1961,61.6
NER,Niger,Sub-Saharan Africa,Low income,Female,1961,35.562
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Female,1961,38.887
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Female,1961,49.004
NLD,Netherlands,Europe & Central Asia,High income,Female,1961,75.85
NOR,Norway,Europe & Central Asia,High income,Female,1961,76.05
NPL,Nepal,South Asia,Low income,Female,1961,35.666
NRU,Nauru,East Asia & Pacific,Upper middle income,Female,1961,
NZL,New Zealand,East Asia & Pacific,High income,Female,1961,73.7
OED,OECD members,,,Female,1961,70.66445001
OMN,Oman,Middle East & North Africa,High income,Female,1961,44.372
OSS,Other small states,,,Female,1961,54.09929437
PAK,Pakistan,South Asia,Lower middle income,Female,1961,46.397
PAN,Panama,Latin America & Caribbean,Upper middle income,Female,1961,62.489
PER,Peru,Latin America & Caribbean,Upper middle income,Female,1961,49.559
PHL,Philippines,East Asia & Pacific,Lower middle income,Female,1961,59.392
PLW,Palau,East Asia & Pacific,High income,Female,1961,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Female,1961,44.251
POL,Poland,Europe & Central Asia,High income,Female,1961,70.8
PRE,Pre-demographic dividend,,,Female,1961,40.54331582
PRI,Puerto Rico,Latin America & Caribbean,High income,Female,1961,71.792
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Female,1961,54.305
PRT,Portugal,Europe & Central Asia,High income,Female,1961,66.156
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Female,1961,66.044
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Female,1961,
PSS,Pacific island small states,,,Female,1961,55.96927807
PST,Post-demographic dividend,,,Female,1961,72.04016733
PYF,French Polynesia,East Asia & Pacific,High income,Female,1961,58.354
QAT,Qatar,Middle East & North Africa,High income,Female,1961,64.024
ROU,Romania,Europe & Central Asia,Upper middle income,Female,1961,68.332
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Female,1961,70.817
RWA,Rwanda,Sub-Saharan Africa,Low income,Female,1961,44.176
SAS,South Asia,,,Female,1961,42.08213484
SAU,Saudi Arabia,Middle East & North Africa,High income,Female,1961,48.258
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Female,1961,50.08
SEN,Senegal,Sub-Saharan Africa,Low income,Female,1961,39.151
SGP,Singapore,East Asia & Pacific,High income,Female,1961,69.586
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Female,1961,50.65
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Female,1961,32.139
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Female,1961,52.953
SMR,San Marino,Europe & Central Asia,High income,Female,1961,
SOM,Somalia,Sub-Saharan Africa,Low income,Female,1961,38.925
SRB,Serbia,Europe & Central Asia,Upper middle income,Female,1961,
SSA,Sub-Saharan Africa (excluding high income),,,Female,1961,42.24858371
SSD,South Sudan,Sub-Saharan Africa,Low income,Female,1961,33.57
SSF,Sub-Saharan Africa,,,Female,1961,42.24858371
SST,Small states,,,Female,1961,57.30957991
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Female,1961,52.56
SUR,Suriname,Latin America & Caribbean,Upper middle income,Female,1961,61.937
SVK,Slovak Republic,Europe & Central Asia,High income,Female,1961,72.588
SVN,Slovenia,Europe & Central Asia,High income,Female,1961,72
SWE,Sweden,Europe & Central Asia,High income,Female,1961,75.39
SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,Female,1961,46.535
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Female,1961,
SYC,Seychelles,Sub-Saharan Africa,High income,Female,1961,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,Female,1961,54
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Female,1961,
TCD,Chad,Sub-Saharan Africa,Low income,Female,1961,40.323
TEA,East Asia & Pacific (IDA & IBRD countries),,,Female,1961,47.7733575
TEC,Europe & Central Asia (IDA & IBRD countries),,,Female,1961,67.91477482
TGO,Togo,Sub-Saharan Africa,Low income,Female,1961,41.904
THA,Thailand,East Asia & Pacific,Upper middle income,Female,1961,57.617
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Female,1961,59.036
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Female,1961,58.538
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,Female,1961,58.10359612
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Female,1961,34.823
TMN,Middle East & North Africa (IDA & IBRD countries),,,Female,1961,47.84550545
TON,Tonga,East Asia & Pacific,Upper middle income,Female,1961,62.123
TSA,South Asia (IDA & IBRD),,,Female,1961,42.08213484
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,Female,1961,42.24858371
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Female,1961,64.986
TUN,Tunisia,Middle East & North Africa,Lower middle income,Female,1961,43.653
TUR,Turkey,Europe & Central Asia,Upper middle income,Female,1961,49.108
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Female,1961,
TZA,Tanzania,Sub-Saharan Africa,Low income,Female,1961,45.638
UGA,Uganda,Sub-Saharan Africa,Low income,Female,1961,46.176
UKR,Ukraine,Europe & Central Asia,Lower middle income,Female,1961,71.584
UMC,Upper middle income,,,Female,1961,52.59460221
URY,Uruguay,Latin America & Caribbean,High income,Female,1961,71.314
USA,United States,North America,High income,Female,1961,73.6
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Female,1961,62.806
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Female,1961,60.839
VEN,"Venezuela, RB",Latin America & Caribbean,Upper middle income,Female,1961,61.582
VGB,British Virgin Islands,Latin America & Caribbean,High income,Female,1961,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Female,1961,68.085
VNM,Vietnam,East Asia & Pacific,Lower middle income,Female,1961,63.453
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Female,1961,48.575
WLD,World,,,Female,1961,55.09182218
WSM,Samoa,East Asia & Pacific,Upper middle income,Female,1961,53.85
XKX,Kosovo,Europe & Central Asia,Lower middle income,Female,1961,
YEM,"Yemen, Rep.",Middle East & North Africa,Lower middle income,Female,1961,35.66
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Female,1961,54.785
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Female,1961,47.041
ZWE,Zimbabwe,Sub-Saharan Africa,Low income,Female,1961,53.555
ABW,Aruba,Latin America & Caribbean,High income,Total,1961,65.98802439
AFG,Afghanistan,South Asia,Low income,Total,1961,32.78697561
AGO,Angola,Sub-Saharan Africa,Lower middle income,Total,1961,33.5477561
ALB,Albania,Europe & Central Asia,Upper middle income,Total,1961,63.27346342
AND,Andorra,Europe & Central Asia,High income,Total,1961,
ARB,Arab World,,,Total,1961,47.39723206
ARE,United Arab Emirates,Middle East & North Africa,High income,Total,1961,53.33404878
ARG,Argentina,Latin America & Caribbean,Upper middle income,Total,1961,65.3385122
ARM,Armenia,Europe & Central Asia,Lower middle income,Total,1961,66.28439024
ASM,American Samoa,East Asia & Pacific,Upper middle income,Total,1961,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,Total,1961,62.19541463
AUS,Australia,East Asia & Pacific,High income,Total,1961,70.97317073
AUT,Austria,Europe & Central Asia,High income,Total,1961,69.57731707
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,Total,1961,60.99639024
BDI,Burundi,Sub-Saharan Africa,Low income,Total,1961,41.54546342
BEL,Belgium,Europe & Central Asia,High income,Total,1961,70.52097561
BEN,Benin,Sub-Saharan Africa,Low income,Total,1961,37.73885366
BFA,Burkina Faso,Sub-Saharan Africa,Low income,Total,1961,34.93863415
BGD,Bangladesh,South Asia,Lower middle income,Total,1961,46.45792683
BGR,Bulgaria,Europe & Central Asia,Upper middle income,Total,1961,70.19560976
BHR,Bahrain,Middle East & North Africa,High income,Total,1961,53.46056098
BHS,"Bahamas, The",Latin America & Caribbean,High income,Total,1961,63.0725122
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Total,1961,60.93604878
BLR,Belarus,Europe & Central Asia,Upper middle income,Total,1961,68.21265854
BLZ,Belize,Latin America & Caribbean,Upper middle income,Total,1961,60.51278049
BMU,Bermuda,North America,High income,Total,1961,
BOL,Bolivia,Latin America & Caribbean,Lower middle income,Total,1961,42.43343902
BRA,Brazil,Latin America & Caribbean,Upper middle income,Total,1961,54.7267561
BRB,Barbados,Latin America & Caribbean,High income,Total,1961,61.21509756
BRN,Brunei Darussalam,East Asia & Pacific,High income,Total,1961,63.04895122
BTN,Bhutan,South Asia,Lower middle income,Total,1961,34.88673171
BWA,Botswana,Sub-Saharan Africa,Upper middle income,Total,1961,50.90763415
CAF,Central African Republic,Sub-Saharan Africa,Low income,Total,1961,36.89570732
CAN,Canada,North America,High income,Total,1961,71.34609756
CEB,Central Europe and the Baltics,,,Total,1961,68.26204417
CHE,Switzerland,Europe & Central Asia,High income,Total,1961,71.64487805
CHI,Channel Islands,Europe & Central Asia,High income,Total,1961,70.73441463
CHL,Chile,Latin America & Caribbean,High income,Total,1961,57.65941463
CHN,China,East Asia & Pacific,Upper middle income,Total,1961,44.09870732
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Total,1961,37.56307317
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,Total,1961,41.96534146
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Total,1961,41.23353659
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Total,1961,49.23004878
COL,Colombia,Latin America & Caribbean,Upper middle income,Total,1961,57.24773171
COM,Comoros,Sub-Saharan Africa,Low income,Total,1961,41.83953659
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,Total,1961,49.04797561
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,Total,1961,61.28856098
CSS,Caribbean small states,,,Total,1961,62.81041207
CUB,Cuba,Latin America & Caribbean,Upper middle income,Total,1961,64.51643902
CUW,Curacao,Latin America & Caribbean,High income,Total,1961,
CYM,Cayman Islands,Latin America & Caribbean,High income,Total,1961,
CYP,Cyprus,Europe & Central Asia,High income,Total,1961,69.92782927
CZE,Czech Republic,Europe & Central Asia,High income,Total,1961,70.51268293
DEU,Germany,Europe & Central Asia,High income,Total,1961,69.508
DJI,Djibouti,Middle East & North Africa,Lower middle income,Total,1961,44.45134146
DMA,Dominica,Latin America & Caribbean,Upper middle income,Total,1961,
DNK,Denmark,Europe & Central Asia,High income,Total,1961,72.43829268
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,Total,1961,52.5782439
DZA,Algeria,Middle East & North Africa,Upper middle income,Total,1961,46.59031707
EAP,East Asia & Pacific (excluding high income),,,Total,1961,46.23054954
EAR,Early-demographic dividend,,,Total,1961,45.87690621
EAS,East Asia & Pacific,,,Total,1961,49.03312009
ECA,Europe & Central Asia (excluding high income),,,Total,1961,63.91764602
ECS,Europe & Central Asia,,,Total,1961,67.39443044
ECU,Ecuador,Latin America & Caribbean,Upper middle income,Total,1961,53.82029268
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Total,1961,48.58158537
EMU,Euro area,,,Total,1961,69.64522119
ERI,Eritrea,Sub-Saharan Africa,Low income,Total,1961,39.06070732
ESP,Spain,Europe & Central Asia,High income,Total,1961,69.48048781
EST,Estonia,Europe & Central Asia,High income,Total,1961,68.36080488
ETH,Ethiopia,Sub-Saharan Africa,Low income,Total,1961,39.06863415
EUU,European Union,,,Total,1961,69.58992525
FCS,Fragile and conflict affected situations,,,Total,1961,41.16525888
FIN,Finland,Europe & Central Asia,High income,Total,1961,68.84414634
FJI,Fiji,East Asia & Pacific,Upper middle income,Total,1961,56.39273171
FRA,France,Europe & Central Asia,High income,Total,1961,70.11707317
FRO,Faroe Islands,Europe & Central Asia,High income,Total,1961,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Total,1961,57.98558537
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Total,1961,39.92804878
GBR,United Kingdom,Europe & Central Asia,High income,Total,1961,70.87804878
GEO,Georgia,Europe & Central Asia,Lower middle income,Total,1961,63.83185366
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Total,1961,46.26670732
GIB,Gibraltar,Europe & Central Asia,High income,Total,1961,
GIN,Guinea,Sub-Saharan Africa,Low income,Total,1961,35.08112195
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Total,1961,32.32563415
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Total,1961,38.14329268
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Total,1961,37.03248781
GRC,Greece,Europe & Central Asia,High income,Total,1961,68.54863415
GRD,Grenada,Latin America & Caribbean,Upper middle income,Total,1961,60.2495122
GRL,Greenland,Europe & Central Asia,High income,Total,1961,
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Total,1961,47.21931707
GUM,Guam,East Asia & Pacific,High income,Total,1961,61.72529268
GUY,Guyana,Latin America & Caribbean,Upper middle income,Total,1961,60.46209756
HIC,High income,,,Total,1961,68.88238199
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Total,1961,67.5487561
HND,Honduras,Latin America & Caribbean,Lower middle income,Total,1961,46.96387805
HPC,Heavily indebted poor countries (HIPC),,,Total,1961,39.99429806
HRV,Croatia,Europe & Central Asia,Upper middle income,Total,1961,65.0155122
HTI,Haiti,Latin America & Caribbean,Low income,Total,1961,42.68395122
HUN,Hungary,Europe & Central Asia,High income,Total,1961,68.93609756
IBD,IBRD only,,,Total,1961,49.22257484
IBT,IDA & IBRD total,,,Total,1961,48.08493572
IDA,IDA total,,,Total,1961,42.45695791
IDB,IDA blend,,,Total,1961,44.25751788
IDN,Indonesia,East Asia & Pacific,Lower middle income,Total,1961,49.26980488
IDX,IDA only,,,Total,1961,41.59918532
IMN,Isle of Man,Europe & Central Asia,High income,Total,1961,
IND,India,South Asia,Lower middle income,Total,1961,41.78902439
INX,Not classified,South Asia,Lower middle income,Total,1961,
IRL,Ireland,Europe & Central Asia,High income,Total,1961,69.97826829
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Total,1961,45.50895122
